customer_id,last_tx_date,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,customer_segment,location
C1040670,2016-09-23,39,2,4738.78,2,3,5,235,At Risk,CHENNAI
C1043224,2016-10-09,23,2,4736.58,3,3,5,335,Loyal Customers,NEW DELHI
C1014863,2016-10-02,30,3,4736.14,3,4,5,345,Loyal Customers,BANGALORE
C1012975,2016-09-30,32,3,4735.81,3,4,5,345,Loyal Customers,HYDERABAD
C1016827,2016-10-25,7,4,4735.05,5,5,5,555,Champions,CHENNAI
C1029338,2016-09-11,51,3,4734.1,2,4,5,245,At Risk,NOIDA
C1019197,2016-09-26,36,5,4733.57,2,5,5,255,At Risk,NOIDA
C1015226,2016-09-26,36,1,4733.42,2,1,5,215,Low Value / Casual,AHMEDABAD
C1020552,2016-10-18,14,5,4732.52,4,5,5,455,Champions,HYDERABAD
C1012531,2016-10-25,7,2,4732.33,5,3,5,535,Loyal Customers,PATNA
C1022644,2016-10-20,12,4,4731.74,4,5,5,455,Champions,HYDERABAD
C1002106,2016-10-14,18,2,4731.54,4,3,5,435,Loyal Customers,GURGAON
C1020683,2016-10-28,4,4,4730.96,5,5,5,555,Champions,GURGAON
C1011934,2016-10-07,25,3,4730.72,3,4,5,345,Loyal Customers,LUCKNOW
C1049897,2016-09-19,43,3,4730.09,2,4,5,245,At Risk,NOIDA
C1002594,2016-09-10,52,4,4730.08,2,5,5,255,At Risk,PUNE
C1042071,2016-10-06,26,5,4728.78,3,5,5,355,Loyal Customers,MUMBAI
C1007218,2016-08-20,73,3,4728.17,1,4,5,145,At Risk,HYDERABAD
C1046232,2016-10-23,9,4,4727.68,5,5,5,555,Champions,BANGALORE
C1017562,2016-10-28,4,5,4727.24,5,5,5,555,Champions,BANGALORE
C1022620,2016-09-21,41,2,4726.11,2,3,5,235,At Risk,PUNE
C1035042,2016-10-28,4,3,4726.03,5,5,5,555,Champions,NEW DELHI
C1042364,2016-10-22,10,1,4725.17,4,2,5,425,Big Spenders,LUCKNOW
C1046484,2016-10-06,26,2,4725.02,3,3,5,335,Loyal Customers,LUCKNOW
C1046350,2016-10-12,20,4,4720.72,4,5,5,455,Champions,CHENNAI
C1045865,2016-10-28,4,6,4719.17,5,5,5,555,Champions,MUMBAI
C1007959,2016-09-12,50,3,4718.27,2,4,5,245,At Risk,HYDERABAD
C1001729,2016-10-24,8,2,4716.72,5,3,5,535,Loyal Customers,MUMBAI
C1029767,2016-10-13,19,2,4715.99,4,3,5,435,Loyal Customers,BANGALORE
C1002718,2016-10-11,21,4,4715.09,3,5,5,355,Loyal Customers,LUCKNOW
C1004053,2016-09-24,38,3,4714.54,2,4,5,245,At Risk,THANE
C1002396,2016-10-09,23,5,4713.78,3,5,5,355,Loyal Customers,MUMBAI
C1037655,2016-10-23,9,5,4713.52,5,5,5,555,Champions,KOLKATA
C1046240,2016-09-18,44,2,4712.89,2,2,5,225,Low Value / Casual,THANE
C1035380,2016-10-16,16,4,4712.06,4,5,5,455,Champions,BANGALORE
C1023060,2016-10-26,6,5,4711.72,5,5,5,555,Champions,HYDERABAD
C1032663,2016-10-05,27,3,4710.36,3,4,5,345,Loyal Customers,LUCKNOW
C1046926,2016-10-30,2,4,4708.12,5,5,5,555,Champions,MUMBAI
C1006097,2016-10-05,27,4,4706.7,3,5,5,355,Loyal Customers,MUMBAI
C1007993,2016-10-09,23,4,4706.61,3,5,5,355,Loyal Customers,HYDERABAD
C1004769,2016-10-25,7,3,4706.47,5,4,5,545,Champions,MUMBAI
C1019658,2016-10-01,31,2,4705.84,3,3,5,335,Loyal Customers,NEW DELHI
C1034710,2016-09-14,48,2,4704.91,2,2,5,225,Low Value / Casual,NOIDA
C1016656,2016-08-27,66,2,4704.89,1,2,5,125,Low Value / Casual,BANGALORE
C1008493,2016-09-28,34,6,4704.03,3,5,5,355,Loyal Customers,CHENNAI
C1013602,2016-10-08,24,2,4703.32,3,3,5,335,Loyal Customers,PUNE
C1049948,2016-09-19,43,2,4703.15,2,3,5,235,At Risk,MUMBAI
C1022513,2016-10-01,31,4,4702.93,3,5,5,355,Loyal Customers,HYDERABAD
C1017357,2016-09-13,49,4,4702.27,2,5,5,255,At Risk,PATNA
C1037155,2016-10-30,2,5,4701.75,5,5,5,555,Champions,GURGAON
C1001372,2016-10-24,8,6,4701.66,5,5,5,555,Champions,LUCKNOW
C1019853,2016-10-28,4,5,4701.44,5,5,5,555,Champions,KOLKATA
C1006760,2016-10-12,20,4,4701.17,3,5,5,355,Loyal Customers,HYDERABAD
C1005362,2016-10-15,17,2,4700.16,4,3,5,435,Loyal Customers,PUNE
C1031439,2016-09-19,43,3,4699.63,2,4,5,245,At Risk,JAIPUR
C1047337,2016-10-06,26,2,4699.51,3,3,5,335,Loyal Customers,CHENNAI
C1043694,2016-10-25,7,4,4698.54,5,5,5,555,Champions,HYDERABAD
C1029675,2016-09-27,35,4,4696.54,2,5,5,255,At Risk,NOIDA
C1017542,2016-10-26,6,4,4693.11,5,5,5,555,Champions,GURGAON
C1034675,2016-10-25,7,5,4692.76,5,5,5,555,Champions,BANGALORE
C1003650,2016-10-04,28,4,4692.13,3,5,5,355,Loyal Customers,CHENNAI
C1041701,2016-10-24,8,3,4691.29,5,4,5,545,Champions,CHENNAI
C1017802,2016-10-03,29,3,4690.14,3,4,5,345,Loyal Customers,BANGALORE
C1049619,2016-10-22,10,6,4689.95,4,5,5,455,Champions,MUMBAI
C1040294,2016-10-24,8,3,4689.58,5,4,5,545,Champions,INDORE
C1025359,2016-10-26,6,3,4689.54,5,4,5,545,Champions,NOIDA
C1013071,2016-09-09,53,3,4689.49,2,4,5,245,At Risk,PUNE
C1034776,2016-10-16,16,3,4688.82,4,4,5,445,Champions,KOLKATA
C1045035,2016-09-23,39,3,4688.61,2,4,5,245,At Risk,MUMBAI
C1018662,2016-10-21,11,4,4688.51,4,5,5,455,Champions,LUCKNOW
C1037879,2016-10-30,2,4,4686.91,5,5,5,555,Champions,MUMBAI
C1013274,2016-10-31,1,3,4685.63,5,5,5,555,Champions,MUMBAI
C1010435,2016-10-27,5,5,4685.59,5,5,5,555,Champions,THANE
C1025567,2016-10-30,2,2,4685.06,5,4,5,545,Champions,KOLKATA
C1044261,2016-09-21,41,3,4685.03,2,4,5,245,At Risk,NEW DELHI
C1030289,2016-10-21,11,2,4685.03,4,3,5,435,Loyal Customers,THANE
C1030902,2016-10-06,26,2,4683.71,3,3,5,335,Loyal Customers,BANGALORE
C1032599,2016-09-18,44,2,4683.66,2,3,5,235,At Risk,HYDERABAD
C1026777,2016-10-08,24,1,4681.74,3,2,5,325,Big Spenders,LUCKNOW
C1022938,2016-10-06,26,2,4681.61,3,3,5,335,Loyal Customers,MUMBAI
C1044229,2016-08-09,84,1,4679.47,1,1,5,115,Low Value / Casual,HYDERABAD
C1017764,2016-09-17,45,5,4678.61,2,5,5,255,At Risk,KOLKATA
C1047032,2016-10-26,6,5,4678.27,5,5,5,555,Champions,HYDERABAD
C1045533,2016-10-05,27,2,4677.8,3,3,5,335,Loyal Customers,GURGAON
C1011582,2016-10-22,10,2,4676.88,4,3,5,435,Loyal Customers,NEW DELHI
C1001247,2016-09-27,35,4,4675.94,2,5,5,255,At Risk,BANGALORE
C1045263,2016-10-24,8,5,4674.65,5,5,5,555,Champions,NEW DELHI
C1039922,2016-10-15,17,6,4673.54,4,5,5,455,Champions,JAIPUR
C1030410,2016-10-17,15,2,4672.96,4,3,5,435,Loyal Customers,MUMBAI
C1037160,2016-10-25,7,6,4669.99,5,5,5,555,Champions,THANE
C1000202,2016-09-27,35,2,4669.84,2,3,5,235,At Risk,HYDERABAD
C1017256,2016-08-08,85,1,4669.13,1,1,5,115,Low Value / Casual,HYDERABAD
C1031341,2016-10-06,26,4,4668.43,3,5,5,355,Loyal Customers,KOLKATA
C1007468,2016-09-18,44,4,4668.36,2,5,5,255,At Risk,GURGAON
C1044581,2016-09-30,32,5,4668.26,3,5,5,355,Loyal Customers,PUNE
C1038711,2016-10-20,12,9,4668.19,4,5,5,455,Champions,AHMEDABAD
C1012264,2016-10-25,7,6,4667.58,5,5,5,555,Champions,NEW DELHI
C1013685,2016-09-28,34,2,4667.22,3,3,5,335,Loyal Customers,MUMBAI
C1009693,2016-09-26,36,3,4666.44,2,4,5,245,At Risk,GURGAON
C1046381,2016-10-22,10,6,4665.07,4,5,5,455,Champions,KOLKATA
C1005242,2016-10-23,9,2,4664.97,5,3,5,535,Loyal Customers,PATNA
C1032526,2016-10-10,22,1,4663.59,3,2,5,325,Big Spenders,MUMBAI
C1016919,2016-10-08,24,3,4662.94,3,4,5,345,Loyal Customers,PUNE
C1038555,2016-09-20,42,3,4662.1,2,4,5,245,At Risk,MUMBAI
C1024982,2016-10-30,2,3,4661.65,5,5,5,555,Champions,CHENNAI
C1020298,2016-10-26,6,3,4660.82,5,4,5,545,Champions,CHENNAI
C1049547,2016-10-19,13,4,4659.63,4,5,5,455,Champions,MUMBAI
C1006588,2016-10-29,3,1,4658.95,5,2,5,525,Big Spenders,KOLKATA
C1005821,2016-10-10,22,2,4657.53,3,3,5,335,Loyal Customers,BANGALORE
C1039378,2016-09-18,44,3,4657.09,2,4,5,245,At Risk,MUMBAI
C1007261,2016-09-20,42,2,4656.8,2,3,5,235,At Risk,PUNE
C1000276,2016-10-28,4,4,4656.27,5,5,5,555,Champions,HYDERABAD
C1035866,2016-10-21,11,5,4656.13,4,5,5,455,Champions,INDORE
C1011489,2016-10-25,7,2,4655.79,5,3,5,535,Loyal Customers,NEW DELHI
C1012927,2016-10-18,14,2,4654.25,4,3,5,435,Loyal Customers,NEW DELHI
C1030349,2016-10-26,6,4,4653.98,5,5,5,555,Champions,PUNE
C1027565,2016-10-28,4,1,4653.93,5,2,5,525,Big Spenders,NEW DELHI
C1026337,2016-10-28,4,6,4653.76,5,5,5,555,Champions,MUMBAI
C1017027,2016-10-23,9,6,4653.47,5,5,5,555,Champions,PUNE
C1047058,2016-08-08,85,1,4652.27,1,1,5,115,Low Value / Casual,KOLKATA
C1025891,2016-09-21,41,2,4652.05,2,3,5,235,At Risk,MUMBAI
C1037020,2016-09-24,38,2,4651.14,2,3,5,235,At Risk,NEW DELHI
C1016377,2016-09-25,37,2,4650.49,2,3,5,235,At Risk,CHENNAI
C1016036,2016-10-30,2,3,4650.16,5,5,5,555,Champions,GURGAON
C1007034,2016-09-28,34,1,4649.91,2,1,5,215,Low Value / Casual,NEW DELHI
C1043895,2016-10-07,25,2,4648.74,3,3,5,335,Loyal Customers,HYDERABAD
C1040576,2016-09-29,33,1,4646.99,3,2,5,325,Big Spenders,NEW DELHI
C1035979,2016-09-22,40,4,4646.92,2,5,5,255,At Risk,HYDERABAD
C1043598,2016-10-08,24,5,4645.87,3,5,5,355,Loyal Customers,CHENNAI
C1008534,2016-10-13,19,4,4645.34,4,5,5,455,Champions,NOIDA
C1010553,2016-10-03,29,3,4644.08,3,4,5,345,Loyal Customers,BANGALORE
C1009519,2016-10-21,11,4,4642.77,4,5,5,455,Champions,THANE
C1045261,2016-10-07,25,2,4642.7,3,3,5,335,Loyal Customers,MUMBAI
C1032773,2016-10-26,6,4,4642.59,5,5,5,555,Champions,MUMBAI
C1041057,2016-10-27,5,5,4642.46,5,5,5,555,Champions,BANGALORE
C1021597,2016-10-21,11,5,4642.17,4,5,5,455,Champions,NEW DELHI
C1009495,2016-10-27,5,3,4641.04,5,5,5,555,Champions,INDORE
C1044994,2016-10-24,8,3,4639.96,5,4,5,545,Champions,PUNE
C1023476,2016-10-30,2,3,4639.39,5,5,5,555,Champions,AHMEDABAD
C1047265,2016-08-28,65,1,4639.24,1,1,5,115,Low Value / Casual,MUMBAI
C1019127,2016-09-21,41,3,4639.11,2,4,5,245,At Risk,MUMBAI
C1007238,2016-10-20,12,3,4639.05,4,4,5,445,Champions,NEW DELHI
C1018902,2016-10-11,21,4,4638.78,3,5,5,355,Loyal Customers,GURGAON
C1006403,2016-09-25,37,4,4636.98,2,5,5,255,At Risk,NEW DELHI
C1023171,2016-10-21,11,5,4636.97,4,5,5,455,Champions,SURAT
C1041545,2016-09-07,55,2,4636.86,1,2,5,125,Low Value / Casual,NEW DELHI
C1020637,2016-09-21,41,3,4635.89,2,4,5,245,At Risk,INDORE
C1009336,2016-10-28,4,5,4635.74,5,5,5,555,Champions,HYDERABAD
C1015097,2016-10-02,30,2,4635.02,3,3,5,335,Loyal Customers,GURGAON
C1026464,2016-10-15,17,3,4634.21,4,4,5,445,Champions,BANGALORE
C1003822,2016-09-09,53,3,4633.88,2,4,5,245,At Risk,BANGALORE
C1039620,2016-10-30,2,4,4632.26,5,5,5,555,Champions,BANGALORE
C1030353,2016-09-22,40,3,4631.85,2,4,5,245,At Risk,NEW DELHI
C1036245,2016-10-28,4,1,4631.82,5,2,5,525,Big Spenders,BANGALORE
C1021468,2016-09-22,40,4,4631.8,2,5,5,255,At Risk,PUNE
C1028848,2016-10-29,3,2,4631.58,5,4,5,545,Champions,INDORE
C1020285,2016-09-21,41,2,4630.87,2,3,5,235,At Risk,NEW DELHI
C1026710,2016-10-31,1,6,4630.45,5,5,5,555,Champions,GURGAON
C1030304,2016-09-28,34,3,4630.43,2,4,5,245,At Risk,THANE
C1047882,2016-10-29,3,7,4630.05,5,5,5,555,Champions,MUMBAI
C1019166,2016-09-15,47,3,4627.2,2,4,5,245,At Risk,HYDERABAD
C1048622,2016-10-24,8,4,4626.52,5,5,5,555,Champions,BANGALORE
C1033939,2016-10-28,4,4,4626.08,5,5,5,555,Champions,HYDERABAD
C1044217,2016-10-09,23,3,4625.62,3,4,5,345,Loyal Customers,SURAT
C1018554,2016-10-20,12,5,4625.13,4,5,5,455,Champions,CHENNAI
C1047831,2016-10-10,22,4,4624.8,3,5,5,355,Loyal Customers,MUMBAI
C1010926,2016-10-27,5,3,4623.45,5,5,5,555,Champions,PUNE
C1040018,2016-09-30,32,3,4623.1,3,4,5,345,Loyal Customers,KOLKATA
C1020714,2016-10-22,10,3,4621.64,4,4,5,445,Champions,NEW DELHI
C1033689,2016-10-29,3,5,4621.23,5,5,5,555,Champions,MUMBAI
C1033856,2016-09-19,43,1,4620.99,2,1,5,215,Low Value / Casual,BANGALORE
C1012104,2016-10-21,11,1,4620.61,4,2,5,425,Big Spenders,BANGALORE
C1024034,2016-10-17,15,4,4620.04,4,5,5,455,Champions,BANGALORE
C1025719,2016-09-08,54,2,4619.6,2,2,5,225,Low Value / Casual,BANGALORE
C1046390,2016-09-23,39,5,4616.14,2,5,5,255,At Risk,NEW DELHI
C1034954,2016-10-15,17,7,4615.46,4,5,5,455,Champions,KOLKATA
C1038960,2016-09-23,39,2,4615.06,2,3,5,235,At Risk,GURGAON
C1003291,2016-09-19,43,2,4615.02,2,3,5,235,At Risk,BANGALORE
C1043833,2016-10-24,8,2,4614.78,5,3,5,535,Loyal Customers,MUMBAI
C1038120,2016-10-01,31,2,4614.52,3,3,5,335,Loyal Customers,NEW DELHI
C1029056,2016-10-12,20,2,4613.24,3,3,5,335,Loyal Customers,PUNE
C1049425,2016-10-31,1,5,4612.29,5,5,5,555,Champions,HYDERABAD
C1027483,2016-10-29,3,4,4611.29,5,5,5,555,Champions,CHENNAI
C1041539,2016-09-22,40,5,4611.09,2,5,5,255,At Risk,BANGALORE
C1018330,2016-10-15,17,4,4610.83,4,5,5,455,Champions,BANGALORE
C1044485,2016-10-11,21,4,4610.65,3,5,5,355,Loyal Customers,AHMEDABAD
C1046202,2016-10-09,23,3,4610.37,3,4,5,345,Loyal Customers,MUMBAI
C1015301,2016-10-11,21,1,4610.23,3,2,5,325,Big Spenders,CHENNAI
C1008901,2016-10-17,15,4,4610.01,4,5,5,455,Champions,SURAT
C1029025,2016-10-30,2,5,4609.34,5,5,5,555,Champions,LUCKNOW
C1045737,2016-09-06,56,1,4608.96,1,1,5,115,Low Value / Casual,LUCKNOW
C1032818,2016-09-17,45,1,4608.45,2,1,5,215,Low Value / Casual,PUNE
C1010637,2016-10-30,2,3,4607.51,5,5,5,555,Champions,HYDERABAD
C1006006,2016-10-29,3,3,4607.43,5,5,5,555,Champions,HYDERABAD
C1014771,2016-10-25,7,4,4607.25,5,5,5,555,Champions,PATNA
C1019292,2016-10-31,1,4,4606.95,5,5,5,555,Champions,NEW DELHI
C1019299,2016-08-08,85,1,4606.54,1,1,5,115,Low Value / Casual,BANGALORE
C1020246,2016-10-23,9,9,4605.4,5,5,5,555,Champions,PUNE
C1033105,2016-09-03,59,1,4605.29,1,1,5,115,Low Value / Casual,AHMEDABAD
C1038219,2016-10-11,21,4,4604.55,3,5,5,355,Loyal Customers,PUNE
C1016650,2016-09-05,57,2,4604.51,1,2,5,125,Low Value / Casual,MUMBAI
C1035194,2016-10-25,7,2,4603.21,5,3,5,535,Loyal Customers,BANGALORE
C1039106,2016-10-16,16,3,4600.99,4,4,5,445,Champions,AHMEDABAD
C1015557,2016-10-29,3,4,4600.57,5,5,5,555,Champions,BANGALORE
C1041331,2016-10-23,9,3,4599.29,5,4,5,545,Champions,MUMBAI
C1039917,2016-10-31,1,3,4599.12,5,5,5,555,Champions,NEW DELHI
C1016399,2016-10-18,14,2,4598.76,4,3,5,435,Loyal Customers,BANGALORE
C1020209,2016-10-13,19,2,4597.93,4,3,5,435,Loyal Customers,BANGALORE
C1037320,2016-10-07,25,2,4596.6,3,3,5,335,Loyal Customers,BANGALORE
C1011730,2016-09-15,47,2,4594.96,2,2,5,225,Low Value / Casual,PUNE
C1038631,2016-10-05,27,4,4594.39,3,5,5,355,Loyal Customers,BANGALORE
C1046279,2016-10-15,17,4,4593.78,4,5,5,455,Champions,CHENNAI
C1029992,2016-09-22,40,3,4593.71,2,4,5,245,At Risk,NOIDA
C1028905,2016-09-12,50,1,4593.5,2,1,5,215,Low Value / Casual,CHENNAI
C1031805,2016-10-26,6,5,4592.7,5,5,5,555,Champions,BANGALORE
C1037307,2016-08-22,71,1,4592.45,1,1,5,115,Low Value / Casual,AHMEDABAD
C1026604,2016-10-17,15,3,4591.7,4,4,5,445,Champions,MUMBAI
C1034562,2016-08-25,68,1,4590.98,1,1,5,115,Low Value / Casual,MUMBAI
C1046525,2016-10-26,6,6,4590.71,5,5,5,555,Champions,MUMBAI
C1002305,2016-08-27,66,2,4590.43,1,2,5,125,Low Value / Casual,MUMBAI
C1044854,2016-10-20,12,6,4590.33,4,5,5,455,Champions,CHENNAI
C1039670,2016-10-26,6,4,4589.14,5,5,5,555,Champions,HYDERABAD
C1023824,2016-10-31,1,3,4588.99,5,5,5,555,Champions,HYDERABAD
C1048353,2016-10-20,12,5,4587.48,4,5,5,455,Champions,MUMBAI
C1011156,2016-10-26,6,4,4587.4,5,5,5,555,Champions,PUNE
C1030233,2016-10-06,26,4,4587.34,3,5,5,355,Loyal Customers,BANGALORE
C1044421,2016-10-28,4,7,4587.12,5,5,5,555,Champions,HYDERABAD
C1014403,2016-10-12,20,3,4585.36,4,4,5,445,Champions,MUMBAI
C1043523,2016-10-21,11,4,4584.89,4,5,5,455,Champions,PUNE
C1040362,2016-10-25,7,2,4584.45,5,3,5,535,Loyal Customers,CHENNAI
C1015438,2016-10-30,2,2,4584.19,5,4,5,545,Champions,MUMBAI
C1009699,2016-09-30,32,2,4584.14,3,3,5,335,Loyal Customers,NEW DELHI
C1017025,2016-09-02,60,1,4583.71,1,1,5,115,Low Value / Casual,KOLKATA
C1013015,2016-10-23,9,4,4583.18,5,5,5,555,Champions,BANGALORE
C1028830,2016-10-09,23,3,4580.14,3,4,5,345,Loyal Customers,PUNE
C1032790,2016-10-05,27,6,4579.13,3,5,5,355,Loyal Customers,INDORE
C1025782,2016-10-29,3,5,4578.91,5,5,5,555,Champions,BANGALORE
C1028588,2016-10-05,27,4,4578.82,3,5,5,355,Loyal Customers,JAIPUR
C1019935,2016-09-22,40,5,4578.57,2,5,5,255,At Risk,LUCKNOW
C1033983,2016-10-22,10,6,4578.14,4,5,5,455,Champions,THANE
C1011331,2016-10-29,3,4,4576.52,5,5,5,555,Champions,PUNE
C1044121,2016-08-27,66,1,4576.51,1,1,5,115,Low Value / Casual,NOIDA
C1027251,2016-10-02,30,1,4575.83,3,2,5,325,Big Spenders,MUMBAI
C1043346,2016-09-24,38,3,4575.29,2,4,5,245,At Risk,CHENNAI
C1005215,2016-10-04,28,4,4575.05,3,5,5,355,Loyal Customers,BANGALORE
C1009806,2016-10-13,19,2,4574.49,4,3,5,435,Loyal Customers,MUMBAI
C1035595,2016-10-19,13,4,4572.92,4,5,5,455,Champions,MUMBAI
C1040367,2016-09-19,43,3,4572.39,2,4,5,245,At Risk,BANGALORE
C1031509,2016-10-26,6,3,4572.24,5,4,5,545,Champions,MUMBAI
C1038034,2016-10-18,14,4,4571.29,4,5,5,455,Champions,KOLKATA
C1039664,2016-10-11,21,3,4570.9,3,4,5,345,Loyal Customers,CHENNAI
C1004763,2016-10-11,21,3,4568.12,3,4,5,345,Loyal Customers,NEW DELHI
C1017245,2016-08-25,68,3,4566.71,1,4,5,145,At Risk,PUNE
C1047929,2016-09-29,33,3,4566.18,3,4,5,345,Loyal Customers,HYDERABAD
C1012778,2016-10-19,13,3,4566.14,4,4,5,445,Champions,CHENNAI
C1046156,2016-10-10,22,3,4565.99,3,4,5,345,Loyal Customers,NEW DELHI
C1036503,2016-10-27,5,3,4565.9,5,5,5,555,Champions,AHMEDABAD
C1037671,2016-10-02,30,4,4565.67,3,5,5,355,Loyal Customers,CHENNAI
C1037845,2016-10-06,26,4,4565.34,3,5,5,355,Loyal Customers,MUMBAI
C1045896,2016-09-23,39,3,4564.89,2,4,5,245,At Risk,NOIDA
C1041862,2016-09-22,40,3,4563.77,2,4,5,245,At Risk,PUNE
C1045367,2016-09-28,34,3,4563.64,3,4,5,345,Loyal Customers,KOLKATA
C1036052,2016-10-13,19,1,4563.45,4,2,5,425,Big Spenders,NOIDA
C1036297,2016-10-13,19,2,4563.01,4,3,5,435,Loyal Customers,THANE
C1048235,2016-09-20,42,4,4562.92,2,5,5,255,At Risk,NOIDA
C1042788,2016-09-05,57,3,4562.85,1,4,5,145,At Risk,SURAT
C1017498,2016-10-11,21,3,4562.13,3,4,5,345,Loyal Customers,BANGALORE
C1026407,2016-10-10,22,2,4560.37,3,3,5,335,Loyal Customers,MUMBAI
C1029574,2016-10-30,2,5,4559.89,5,5,5,555,Champions,HYDERABAD
C1038560,2016-10-30,2,7,4559.6,5,5,5,555,Champions,PUNE
C1039591,2016-10-30,2,2,4558.97,5,4,5,545,Champions,HYDERABAD
C1001108,2016-09-20,42,3,4558.78,2,4,5,245,At Risk,NEW DELHI
C1017322,2016-10-24,8,7,4558.59,5,5,5,555,Champions,GURGAON
C1043395,2016-10-23,9,6,4558.54,5,5,5,555,Champions,KOLKATA
C1017482,2016-09-20,42,4,4555.63,2,5,5,255,At Risk,BANGALORE
C1049885,2016-10-22,10,4,4555.42,4,5,5,455,Champions,JAIPUR
C1028730,2016-10-25,7,5,4555.41,5,5,5,555,Champions,MUMBAI
C1031213,2016-10-05,27,6,4554.02,3,5,5,355,Loyal Customers,NEW DELHI
C1026687,2016-10-23,9,4,4553.81,4,5,5,455,Champions,PUNE
C1038821,2016-10-06,26,4,4553.05,3,5,5,355,Loyal Customers,NEW DELHI
C1011699,2016-10-30,2,6,4552.65,5,5,5,555,Champions,THANE
C1027144,2016-10-30,2,3,4552.51,5,5,5,555,Champions,KOLKATA
C1007689,2016-09-15,47,1,4552.06,2,1,5,215,Low Value / Casual,PUNE
C1015833,2016-10-28,4,6,4550.72,5,5,5,555,Champions,CHENNAI
C1018547,2016-10-20,12,5,4550.59,4,5,5,455,Champions,AHMEDABAD
C1036684,2016-10-30,2,4,4549.75,5,5,5,555,Champions,SURAT
C1016456,2016-10-06,26,6,4549.6,3,5,5,355,Loyal Customers,GURGAON
C1019484,2016-10-21,11,1,4549.3,4,2,5,425,Big Spenders,GURGAON
C1046694,2016-10-14,18,5,4548.77,4,5,5,455,Champions,NEW DELHI
C1044451,2016-09-27,35,3,4548.3,2,4,5,245,At Risk,HYDERABAD
C1004557,2016-10-13,19,3,4548.25,4,4,5,445,Champions,MUMBAI
C1045728,2016-10-16,16,2,4547.83,4,3,5,435,Loyal Customers,MUMBAI
C1043192,2016-09-20,42,3,4547.13,2,4,5,245,At Risk,BANGALORE
C1002144,2016-10-26,6,6,4545.01,5,5,5,555,Champions,BANGALORE
C1049414,2016-08-29,64,3,4544.55,1,4,5,145,At Risk,CHENNAI
C1008679,2016-10-20,12,4,4543.54,4,5,5,455,Champions,BANGALORE
C1026906,2016-09-26,36,4,4543.42,2,5,5,255,At Risk,PUNE
C1048083,2016-09-15,47,1,4543.05,2,1,5,215,Low Value / Casual,NEW DELHI
C1007563,2016-10-31,1,4,4542.2,5,5,5,555,Champions,PUNE
C1042989,2016-10-27,5,5,4541.89,5,5,5,555,Champions,MUMBAI
C1003004,2016-10-11,21,3,4541.63,3,4,5,345,Loyal Customers,THANE
C1029312,2016-10-08,24,3,4541.54,3,4,5,345,Loyal Customers,BANGALORE
C1025154,2016-10-05,27,2,4541.0,3,3,5,335,Loyal Customers,KOLKATA
C1038557,2016-09-28,34,5,4540.56,3,5,5,355,Loyal Customers,MUMBAI
C1022363,2016-10-18,14,5,4539.94,4,5,5,455,Champions,MUMBAI
C1009893,2016-09-30,32,4,4539.89,3,5,5,355,Loyal Customers,MUMBAI
C1014156,2016-10-07,25,4,4539.83,3,5,5,355,Loyal Customers,HYDERABAD
C1021521,2016-09-07,55,2,4539.76,1,2,5,125,Low Value / Casual,CHENNAI
C1030725,2016-10-05,27,2,4538.46,3,3,5,335,Loyal Customers,BANGALORE
C1027189,2016-10-09,23,4,4537.93,3,5,5,355,Loyal Customers,MUMBAI
C1043792,2016-10-02,30,1,4537.54,3,2,5,325,Big Spenders,MUMBAI
C1039968,2016-10-21,11,3,4537.49,4,4,5,445,Champions,MUMBAI
C1042933,2016-10-22,10,2,4536.56,4,3,5,435,Loyal Customers,HYDERABAD
C1001690,2016-10-21,11,3,4535.85,4,4,5,445,Champions,CHENNAI
C1024763,2016-10-28,4,3,4532.27,5,5,5,555,Champions,BANGALORE
C1047400,2016-09-26,36,1,4532.25,2,1,5,215,Low Value / Casual,NOIDA
C1035989,2016-08-29,64,1,4532.15,1,1,5,115,Low Value / Casual,THANE
C1003359,2016-10-31,1,6,4531.43,5,5,5,555,Champions,KOLKATA
C1002981,2016-10-23,9,4,4531.38,5,5,5,555,Champions,MUMBAI
C1022608,2016-10-25,7,5,4531.09,5,5,5,555,Champions,HYDERABAD
C1001238,2016-10-20,12,5,4530.88,4,5,5,455,Champions,LUCKNOW
C1041078,2016-10-12,20,3,4530.86,4,4,5,445,Champions,PUNE
C1041461,2016-10-19,13,6,4530.85,4,5,5,455,Champions,KOLKATA
C1013108,2016-10-30,2,5,4530.6,5,5,5,555,Champions,CHENNAI
C1049039,2016-09-07,55,2,4529.86,1,2,5,125,Low Value / Casual,THANE
C1029810,2016-09-21,41,7,4529.39,2,5,5,255,At Risk,GURGAON
C1011890,2016-09-30,32,7,4529.23,3,5,5,355,Loyal Customers,PUNE
C1044770,2016-10-02,30,4,4529.17,3,5,5,355,Loyal Customers,GURGAON
C1029729,2016-09-20,42,4,4527.49,2,5,5,255,At Risk,LUCKNOW
C1025199,2016-09-25,37,3,4526.44,2,4,5,245,At Risk,NEW DELHI
C1037896,2016-10-05,27,3,4526.42,3,4,5,345,Loyal Customers,NOIDA
C1016889,2016-10-21,11,5,4525.77,4,5,5,455,Champions,HYDERABAD
C1007357,2016-10-24,8,4,4525.19,5,5,5,555,Champions,HYDERABAD
C1040657,2016-10-29,3,4,4524.8,5,5,5,555,Champions,BANGALORE
