transaction_id,customer_id,transaction_date,transaction_time,transaction_amount,account_balance,location,month
T2141,C1020694,2016-10-05,05:49:57,1383.91,16027.4,HYDERABAD,2016-10
T2142,C1049747,2016-10-20,16:10:57,117.82,6998.43,BANGALORE,2016-10
T2143,C1002718,2016-09-11,23:56:43,174.86,21312.55,LUCKNOW,2016-09
T2144,C1009746,2016-08-27,22:47:09,4874.18,35778.52,MUMBAI,2016-08
T2145,C1028735,2016-08-18,07:33:01,700.85,5053.97,BANGALORE,2016-08
T2146,C1028040,2016-09-19,12:39:50,1358.88,3216.86,KOLKATA,2016-09
T2147,C1032432,2016-10-22,07:33:00,1761.85,10855.12,NOIDA,2016-10
T2148,C1042565,2016-09-15,05:47:54,544.16,9827.55,GURGAON,2016-09
T2149,C1013302,2016-09-06,04:18:23,1752.56,3401.44,GURGAON,2016-09
T2150,C1029898,2016-09-15,14:47:14,148.47,5883.22,BANGALORE,2016-09
T2151,C1045738,2016-08-27,16:20:06,152.75,6588.35,BANGALORE,2016-08
T2152,C1027246,2016-09-07,04:45:37,166.45,5072.26,MUMBAI,2016-09
T2153,C1013515,2016-09-14,10:36:03,743.57,24284.52,MUMBAI,2016-09
T2154,C1007526,2016-10-11,01:04:09,1295.48,8985.4,GURGAON,2016-10
T2155,C1004005,2016-09-26,13:38:04,598.22,53955.57,MUMBAI,2016-09
T2156,C1029141,2016-10-23,18:54:13,761.94,36950.29,SURAT,2016-10
T2157,C1004130,2016-09-04,13:18:03,527.34,71545.05,THANE,2016-09
T2158,C1011081,2016-10-23,15:45:03,22.52,6257.5,MUMBAI,2016-10
T2159,C1008359,2016-10-12,09:04:36,706.74,35322.17,MUMBAI,2016-10
T2160,C1034156,2016-08-08,17:46:12,1702.29,18878.71,PUNE,2016-08
T2161,C1000601,2016-09-27,12:15:51,1197.84,6912.07,HYDERABAD,2016-09
T2162,C1043925,2016-10-12,15:28:55,407.51,6221.56,BANGALORE,2016-10
T2163,C1030930,2016-09-16,02:40:48,249.52,28667.8,BANGALORE,2016-09
T2164,C1012036,2016-09-01,10:33:04,2807.77,32066.42,NOIDA,2016-09
T2165,C1029315,2016-09-14,23:42:07,1107.55,15440.45,MUMBAI,2016-09
T2166,C1017139,2016-09-06,11:26:13,357.07,36090.92,PUNE,2016-09
T2167,C1049006,2016-08-01,16:01:11,261.31,164030.73,PUNE,2016-08
T2168,C1027399,2016-09-26,03:19:24,940.62,7708.22,NEW DELHI,2016-09
T2169,C1038348,2016-10-23,22:42:16,773.76,6078.73,MUMBAI,2016-10
T2170,C1002501,2016-08-04,19:13:45,218.72,17045.98,LUCKNOW,2016-08
T2171,C1045556,2016-08-24,15:56:41,857.24,5679.53,GURGAON,2016-08
T2172,C1018242,2016-10-19,12:24:35,111.51,154997.64,HYDERABAD,2016-10
T2173,C1028395,2016-10-13,04:38:23,142.42,30752.23,SURAT,2016-10
T2174,C1046767,2016-10-31,17:56:39,333.92,21446.82,NEW DELHI,2016-10
T2175,C1044992,2016-10-06,09:10:47,1056.45,19763.86,BANGALORE,2016-10
T2176,C1046968,2016-09-28,15:33:50,1503.92,94376.69,BANGALORE,2016-09
T2177,C1015996,2016-08-22,18:35:22,327.17,23734.15,BANGALORE,2016-08
T2178,C1021449,2016-10-12,04:15:55,362.12,4063.74,BANGALORE,2016-10
T2179,C1019443,2016-10-23,03:55:41,76.28,27701.23,GURGAON,2016-10
T2180,C1031047,2016-08-13,14:53:08,3665.03,6441.06,NEW DELHI,2016-08
T2181,C1000864,2016-10-30,15:03:58,523.95,19092.42,HYDERABAD,2016-10
T2182,C1008838,2016-08-16,20:03:10,348.97,23935.68,GURGAON,2016-08
T2183,C1045940,2016-09-16,09:17:39,54.48,12254.35,HYDERABAD,2016-09
T2184,C1005585,2016-10-08,13:41:15,808.08,10605.13,KOLKATA,2016-10
T2185,C1029345,2016-09-22,11:03:27,166.98,23566.68,AHMEDABAD,2016-09
T2186,C1022008,2016-09-28,13:02:52,4939.93,11394.02,SURAT,2016-09
T2187,C1010222,2016-08-15,04:11:17,260.24,6759.11,BANGALORE,2016-08
T2188,C1004081,2016-08-07,23:12:21,487.28,20654.5,PUNE,2016-08
T2189,C1033909,2016-10-26,07:45:27,1651.4,11146.13,HYDERABAD,2016-10
T2190,C1000381,2016-10-14,03:54:54,504.72,6224.97,HYDERABAD,2016-10
T2191,C1005984,2016-09-09,02:04:13,273.49,28427.51,BANGALORE,2016-09
T2192,C1008170,2016-08-13,22:04:28,388.31,3758.21,MUMBAI,2016-08
T2193,C1039001,2016-09-24,20:53:42,423.17,60660.79,MUMBAI,2016-09
T2194,C1043145,2016-10-20,14:55:08,11234.49,45659.17,KOLKATA,2016-10
T2195,C1042551,2016-09-21,11:34:39,149.06,21808.72,CHENNAI,2016-09
T2196,C1037191,2016-09-01,09:05:42,862.68,9665.11,MUMBAI,2016-09
T2197,C1013212,2016-09-27,00:37:40,1852.13,30380.25,AHMEDABAD,2016-09
T2198,C1000374,2016-09-05,15:11:07,2256.9,5771.63,CHENNAI,2016-09
T2199,C1017883,2016-09-23,18:12:57,202.35,6089.25,PUNE,2016-09
T2200,C1020053,2016-08-06,16:55:23,2046.4,12914.37,PUNE,2016-08
T2201,C1010457,2016-09-26,18:06:07,156.5,9015.84,CHENNAI,2016-09
T2202,C1007762,2016-08-31,15:22:22,195.96,57131.56,HYDERABAD,2016-08
T2203,C1022967,2016-09-09,11:40:11,1118.57,6894.06,LUCKNOW,2016-09
T2204,C1003026,2016-09-24,02:20:00,3023.18,7620.08,HYDERABAD,2016-09
T2205,C1049484,2016-09-27,16:08:11,149.88,12777.07,CHENNAI,2016-09
T2206,C1034324,2016-10-24,13:29:33,990.41,144513.7,CHENNAI,2016-10
T2207,C1013465,2016-09-27,10:05:49,162.8,7293.21,MUMBAI,2016-09
T2208,C1032752,2016-09-12,18:05:17,450.75,20239.48,MUMBAI,2016-09
T2209,C1016707,2016-10-19,08:26:04,812.48,17546.97,MUMBAI,2016-10
T2210,C1046014,2016-10-01,02:40:11,102.89,137577.84,AHMEDABAD,2016-10
T2211,C1011637,2016-08-02,18:21:22,1364.31,14441.5,BANGALORE,2016-08
T2212,C1020552,2016-09-22,23:37:41,1610.95,17786.46,HYDERABAD,2016-09
T2213,C1048997,2016-08-18,12:33:02,232.98,23513.63,MUMBAI,2016-08
T2214,C1000846,2016-10-05,13:34:15,3738.23,5894.04,NEW DELHI,2016-10
T2215,C1029741,2016-10-07,08:17:50,42.66,25593.71,NOIDA,2016-10
T2216,C1006096,2016-10-02,09:24:02,294.57,10462.75,HYDERABAD,2016-10
T2217,C1035015,2016-08-01,07:46:31,211.87,23097.84,NEW DELHI,2016-08
T2218,C1021683,2016-09-16,12:36:19,8344.49,11955.44,GURGAON,2016-09
T2219,C1005959,2016-08-07,04:51:14,9180.17,15459.74,BANGALORE,2016-08
T2220,C1008379,2016-08-28,14:11:19,1005.1,11531.23,AHMEDABAD,2016-08
T2221,C1017477,2016-10-16,01:41:49,508.84,15273.57,MUMBAI,2016-10
T2222,C1029598,2016-09-26,03:18:13,999.67,52615.23,KOLKATA,2016-09
T2223,C1025560,2016-09-29,09:05:45,165.32,5317.84,PUNE,2016-09
T2224,C1047440,2016-09-03,06:45:53,327.5,44293.54,MUMBAI,2016-09
T2225,C1030034,2016-08-08,15:58:09,23.74,10051.75,BANGALORE,2016-08
T2226,C1031283,2016-09-12,02:15:46,47.97,9485.37,BANGALORE,2016-09
T2227,C1009304,2016-08-27,12:54:54,408.37,44377.27,GURGAON,2016-08
T2228,C1038332,2016-09-12,19:11:07,705.19,8425.19,BANGALORE,2016-09
T2229,C1020942,2016-09-24,19:29:13,807.35,40237.4,THANE,2016-09
T2230,C1007550,2016-10-15,07:32:33,66.51,4151.81,NEW DELHI,2016-10
T2231,C1019508,2016-08-30,00:47:41,324.97,8343.95,NOIDA,2016-08
T2232,C1033580,2016-08-05,03:27:26,70.79,24556.8,BANGALORE,2016-08
T2233,C1007133,2016-09-21,13:22:19,284.51,26561.22,BANGALORE,2016-09
T2234,C1044170,2016-08-31,14:45:43,556.72,21368.65,PUNE,2016-08
T2235,C1019410,2016-09-30,12:20:53,2330.66,7005.46,MUMBAI,2016-09
T2236,C1012481,2016-08-05,04:25:49,1319.85,10351.01,PUNE,2016-08
T2237,C1049052,2016-10-07,14:00:18,103.46,12479.95,CHENNAI,2016-10
T2238,C1029067,2016-08-23,19:21:08,263.3,27499.63,NEW DELHI,2016-08
T2239,C1035986,2016-09-11,07:41:27,251.79,94366.86,LUCKNOW,2016-09
T2240,C1043789,2016-08-29,05:59:40,79.88,10852.56,MUMBAI,2016-08
T2241,C1042143,2016-09-21,04:30:34,987.23,62576.89,PUNE,2016-09
T2242,C1031816,2016-10-23,05:13:20,164.63,13343.55,MUMBAI,2016-10
T2243,C1043821,2016-10-14,06:54:32,231.02,33198.9,JAIPUR,2016-10
T2244,C1019277,2016-10-05,02:26:36,72.96,6375.1,PUNE,2016-10
T2245,C1026067,2016-10-20,06:48:28,876.7,28397.55,BANGALORE,2016-10
T2246,C1026070,2016-10-15,12:22:16,529.03,63923.51,HYDERABAD,2016-10
T2247,C1034373,2016-10-20,20:10:51,405.02,20742.41,BANGALORE,2016-10
T2248,C1038236,2016-09-19,18:05:24,175.11,5338.12,MUMBAI,2016-09
T2249,C1005927,2016-08-25,14:51:53,345.71,3192.14,JAIPUR,2016-08
T2250,C1032514,2016-08-22,06:26:17,324.86,18867.5,HYDERABAD,2016-08
T2251,C1028090,2016-09-28,07:25:40,330.29,21265.41,PUNE,2016-09
T2252,C1036602,2016-10-24,06:04:01,988.18,44759.36,BANGALORE,2016-10
T2253,C1009401,2016-10-22,20:18:24,66.33,51011.39,NOIDA,2016-10
T2254,C1044650,2016-09-11,01:49:06,518.45,5453.43,PUNE,2016-09
T2255,C1042097,2016-08-03,22:29:35,291.18,18398.36,NOIDA,2016-08
T2256,C1037306,2016-08-31,10:53:52,1785.97,40428.96,GURGAON,2016-08
T2257,C1008140,2016-09-01,12:14:34,404.03,1367.58,PUNE,2016-09
T2258,C1032947,2016-08-31,12:16:05,787.73,3527.8,BANGALORE,2016-08
T2259,C1011896,2016-10-10,14:28:06,98.82,7758.06,CHENNAI,2016-10
T2260,C1004218,2016-08-27,11:29:34,300.07,7297.17,MUMBAI,2016-08
T2261,C1048839,2016-08-25,02:14:35,1906.12,24056.22,MUMBAI,2016-08
T2262,C1020808,2016-09-28,05:56:42,389.33,17404.89,PUNE,2016-09
T2263,C1034409,2016-09-04,20:10:55,237.86,10115.44,MUMBAI,2016-09
T2264,C1045438,2016-10-07,09:52:28,755.07,48191.2,INDORE,2016-10
T2265,C1030961,2016-10-31,02:21:43,1103.54,13984.03,NOIDA,2016-10
T2266,C1037013,2016-09-14,23:10:44,564.05,44975.08,MUMBAI,2016-09
T2267,C1046463,2016-09-06,08:18:26,258.8,31790.01,MUMBAI,2016-09
T2268,C1009105,2016-08-06,22:09:32,422.14,5447.19,NEW DELHI,2016-08
T2269,C1040536,2016-09-01,11:52:53,254.67,18454.2,PUNE,2016-09
T2270,C1016527,2016-09-06,02:03:47,263.46,8647.38,BANGALORE,2016-09
T2271,C1044709,2016-10-28,16:14:17,463.51,6939.89,MUMBAI,2016-10
T2272,C1047422,2016-08-24,18:15:12,894.28,5917.42,BANGALORE,2016-08
T2273,C1020365,2016-10-15,00:23:07,358.29,16996.37,AHMEDABAD,2016-10
T2274,C1019969,2016-09-02,17:26:00,1819.74,11514.27,BANGALORE,2016-09
T2275,C1011278,2016-08-10,06:35:39,213.35,36291.59,HYDERABAD,2016-08
T2276,C1020925,2016-09-07,06:38:48,141.68,6728.85,AHMEDABAD,2016-09
T2277,C1046261,2016-09-07,06:23:12,2005.37,88864.53,INDORE,2016-09
T2278,C1010122,2016-08-29,23:15:23,230.99,25234.56,SURAT,2016-08
T2279,C1027669,2016-08-03,09:09:38,3131.09,15579.22,KOLKATA,2016-08
T2280,C1034931,2016-09-21,12:52:41,118.67,7043.78,NEW DELHI,2016-09
T2281,C1001376,2016-10-30,23:52:07,335.09,22474.65,MUMBAI,2016-10
T2282,C1035740,2016-08-02,01:18:29,1762.14,28080.79,MUMBAI,2016-08
T2283,C1005335,2016-09-18,11:28:37,479.97,35644.22,CHENNAI,2016-09
T2284,C1000708,2016-10-02,12:53:42,843.8,171991.3,HYDERABAD,2016-10
T2285,C1048062,2016-09-27,18:00:36,600.47,8882.19,GURGAON,2016-09
T2286,C1003066,2016-08-18,22:14:21,214.1,1981.44,PUNE,2016-08
T2287,C1011799,2016-09-30,13:03:12,197.52,10739.13,NEW DELHI,2016-09
T2288,C1025988,2016-08-12,12:25:17,2177.14,21512.23,CHENNAI,2016-08
T2289,C1011943,2016-10-20,07:06:31,643.15,6908.84,HYDERABAD,2016-10
T2290,C1049021,2016-08-16,04:56:15,490.21,14722.98,NEW DELHI,2016-08
T2291,C1032524,2016-08-11,16:50:47,373.12,4383.19,NEW DELHI,2016-08
T2292,C1043582,2016-08-16,21:29:58,218.02,33650.7,CHENNAI,2016-08
T2293,C1003656,2016-09-17,12:44:48,1268.7,9316.26,INDORE,2016-09
T2294,C1019208,2016-10-19,13:23:26,104.63,17163.85,PUNE,2016-10
T2295,C1030044,2016-09-03,11:48:54,1374.75,5952.83,HYDERABAD,2016-09
T2296,C1032762,2016-10-22,00:09:44,429.83,30596.41,NOIDA,2016-10
T2297,C1002781,2016-09-15,04:56:39,288.53,1134.58,MUMBAI,2016-09
T2298,C1040831,2016-09-03,10:25:22,350.22,17315.17,CHENNAI,2016-09
T2299,C1014438,2016-08-11,12:57:23,3169.22,17068.5,JAIPUR,2016-08
T2300,C1043025,2016-10-27,21:31:11,67.58,6095.27,SURAT,2016-10
T2301,C1004330,2016-08-12,01:40:03,205.0,15203.06,BANGALORE,2016-08
T2302,C1012034,2016-08-20,09:59:55,337.29,67369.19,BANGALORE,2016-08
T2303,C1044381,2016-10-12,08:31:41,328.98,6121.74,BANGALORE,2016-10
T2304,C1046680,2016-10-08,14:07:53,763.03,15283.08,HYDERABAD,2016-10
T2305,C1041821,2016-10-18,14:48:06,440.94,27243.78,CHENNAI,2016-10
T2306,C1018591,2016-10-25,06:10:02,69.91,37028.6,MUMBAI,2016-10
T2307,C1005995,2016-08-20,18:10:46,1272.51,19204.22,SURAT,2016-08
T2308,C1038270,2016-10-15,11:14:47,2145.27,4825.56,INDORE,2016-10
T2309,C1029362,2016-09-17,13:15:25,53.71,22829.2,NEW DELHI,2016-09
T2310,C1048945,2016-08-05,01:13:46,276.09,6059.13,MUMBAI,2016-08
T2311,C1016273,2016-08-25,19:29:32,221.57,8405.55,CHENNAI,2016-08
T2312,C1024034,2016-08-10,14:32:44,589.94,16496.73,BANGALORE,2016-08
T2313,C1049302,2016-08-14,18:01:38,246.2,41906.44,INDORE,2016-08
T2314,C1022068,2016-08-30,00:56:58,1294.81,11887.97,AHMEDABAD,2016-08
T2315,C1049822,2016-10-18,09:33:06,857.75,10629.72,CHENNAI,2016-10
T2316,C1004666,2016-08-22,19:06:22,1075.97,7104.39,INDORE,2016-08
T2317,C1031771,2016-08-17,17:03:53,464.08,3745.95,MUMBAI,2016-08
T2318,C1031232,2016-10-15,11:43:02,1139.49,52215.2,BANGALORE,2016-10
T2319,C1019553,2016-09-01,03:56:13,221.02,583.35,BANGALORE,2016-09
T2320,C1031362,2016-08-16,04:33:16,355.13,13334.05,KOLKATA,2016-08
T2321,C1040422,2016-08-04,23:26:48,67.37,7368.89,NEW DELHI,2016-08
T2322,C1024647,2016-09-11,08:21:01,582.54,21487.57,NEW DELHI,2016-09
T2323,C1033891,2016-10-04,17:39:16,796.31,14425.58,CHENNAI,2016-10
T2324,C1005109,2016-08-01,04:54:08,400.0,9127.89,CHENNAI,2016-08
T2325,C1003028,2016-08-15,00:46:43,1538.49,62318.25,BANGALORE,2016-08
T2326,C1049588,2016-10-19,20:16:56,502.43,65404.69,PUNE,2016-10
T2327,C1048122,2016-08-27,08:55:52,185.04,85761.49,THANE,2016-08
T2328,C1040036,2016-09-21,03:34:43,112.58,8849.52,MUMBAI,2016-09
T2329,C1041412,2016-08-31,20:47:30,97.78,5145.82,NEW DELHI,2016-08
T2330,C1015026,2016-09-19,01:16:18,1010.38,14441.43,NEW DELHI,2016-09
T2331,C1010166,2016-08-31,02:02:23,649.86,11220.82,KOLKATA,2016-08
T2332,C1044797,2016-08-21,12:16:18,152.32,33186.0,BANGALORE,2016-08
T2333,C1014982,2016-10-01,06:55:09,754.9,215924.95,NOIDA,2016-10
T2334,C1038692,2016-10-15,22:00:12,434.9,9988.03,GURGAON,2016-10
T2335,C1005193,2016-09-07,23:25:28,346.91,2877.31,HYDERABAD,2016-09
T2336,C1046711,2016-10-31,08:09:33,148.93,11740.03,NOIDA,2016-10
T2337,C1038730,2016-08-18,20:46:59,505.46,153263.06,MUMBAI,2016-08
T2338,C1033014,2016-09-18,07:16:29,361.99,32305.2,CHENNAI,2016-09
T2339,C1019855,2016-09-12,11:02:00,549.05,3152.68,NEW DELHI,2016-09
T2340,C1023282,2016-08-14,06:27:23,1500.36,11080.1,BANGALORE,2016-08
T2341,C1049260,2016-08-04,05:56:53,679.6,47033.13,BANGALORE,2016-08
T2342,C1009313,2016-08-06,06:13:45,529.06,4426.17,PATNA,2016-08
T2343,C1021489,2016-08-06,08:42:09,288.24,27044.74,AHMEDABAD,2016-08
T2344,C1022878,2016-09-07,01:35:50,349.34,9971.31,MUMBAI,2016-09
T2345,C1027062,2016-08-29,04:57:21,283.48,18853.16,MUMBAI,2016-08
T2346,C1013973,2016-08-03,20:27:02,809.95,6147.38,MUMBAI,2016-08
T2347,C1010411,2016-09-13,13:19:15,803.22,196663.09,PATNA,2016-09
T2348,C1003454,2016-08-14,13:06:06,1358.03,1768.63,NEW DELHI,2016-08
T2349,C1042773,2016-10-22,08:21:38,850.96,41159.46,MUMBAI,2016-10
T2350,C1010990,2016-09-18,17:40:05,268.37,13661.26,NEW DELHI,2016-09
T2351,C1012026,2016-09-25,12:08:04,51.22,4421.06,PUNE,2016-09
T2352,C1024401,2016-09-06,11:59:29,355.04,63969.83,GURGAON,2016-09
T2353,C1040206,2016-08-06,14:56:37,105.62,6428.83,MUMBAI,2016-08
T2354,C1005956,2016-09-17,19:00:21,301.22,20032.75,MUMBAI,2016-09
T2355,C1047148,2016-09-04,04:48:14,346.87,4702.49,NOIDA,2016-09
T2356,C1030310,2016-10-18,14:07:36,66.73,23227.4,BANGALORE,2016-10
T2357,C1002683,2016-08-31,06:55:10,1733.27,11650.28,KOLKATA,2016-08
T2358,C1017090,2016-09-22,10:19:17,3619.34,6886.53,MUMBAI,2016-09
T2359,C1010359,2016-10-29,13:15:22,539.43,2310.85,AHMEDABAD,2016-10
T2360,C1019348,2016-08-25,10:52:13,175.72,9703.76,HYDERABAD,2016-08
T2361,C1021202,2016-09-01,11:39:46,706.99,19744.78,JAIPUR,2016-09
T2362,C1006517,2016-08-05,04:10:15,207.47,19697.88,HYDERABAD,2016-08
T2363,C1038502,2016-09-13,14:35:43,81.21,47432.52,MUMBAI,2016-09
T2364,C1019956,2016-08-20,18:20:28,44.73,5171.1,LUCKNOW,2016-08
T2365,C1002110,2016-09-30,00:25:55,295.37,40890.18,GURGAON,2016-09
T2366,C1022198,2016-09-20,00:28:31,1290.27,34616.07,NEW DELHI,2016-09
T2367,C1046439,2016-09-11,01:35:18,434.31,5476.86,AHMEDABAD,2016-09
T2368,C1029342,2016-09-07,03:09:34,315.71,14176.59,PATNA,2016-09
T2369,C1043351,2016-08-06,01:17:44,373.6,98001.04,KOLKATA,2016-08
T2370,C1032139,2016-10-14,12:09:10,2723.39,5222.35,BANGALORE,2016-10
T2371,C1020057,2016-08-10,01:30:30,101.21,48442.32,NOIDA,2016-08
T2372,C1000687,2016-10-21,07:16:56,55.75,17718.62,BANGALORE,2016-10
T2373,C1039435,2016-09-18,17:11:08,726.8,10617.24,MUMBAI,2016-09
T2374,C1018156,2016-10-25,19:27:16,1175.29,25895.94,THANE,2016-10
T2375,C1043141,2016-10-15,05:38:58,1317.29,22351.69,BANGALORE,2016-10
T2376,C1038002,2016-08-31,07:13:04,201.77,40013.98,CHENNAI,2016-08
T2377,C1007762,2016-08-23,13:27:08,259.36,56608.37,HYDERABAD,2016-08
T2378,C1002552,2016-08-11,10:58:21,41.97,6546.68,PUNE,2016-08
T2379,C1031309,2016-08-11,15:33:54,178.23,5237.77,PUNE,2016-08
T2380,C1012912,2016-08-25,16:29:13,1143.9,18186.17,HYDERABAD,2016-08
T2381,C1043000,2016-08-07,02:41:21,3376.33,17556.89,THANE,2016-08
T2382,C1002000,2016-08-23,00:22:02,475.13,6810.52,NEW DELHI,2016-08
T2383,C1019065,2016-09-16,04:53:37,362.82,237118.01,JAIPUR,2016-09
T2384,C1042869,2016-08-01,15:08:27,388.19,10683.73,LUCKNOW,2016-08
T2385,C1047445,2016-08-14,06:11:22,679.94,100898.44,INDORE,2016-08
T2386,C1029193,2016-09-08,04:05:57,44.26,28922.77,KOLKATA,2016-09
T2387,C1003572,2016-09-27,10:18:28,1088.72,5478.6,GURGAON,2016-09
T2388,C1049420,2016-10-24,10:51:55,591.62,17837.75,CHENNAI,2016-10
T2389,C1027271,2016-08-01,13:18:20,2265.7,11858.56,PUNE,2016-08
T2390,C1014501,2016-10-21,23:40:07,566.46,87043.09,HYDERABAD,2016-10
T2391,C1018882,2016-09-26,13:56:46,91.45,40063.2,BANGALORE,2016-09
T2392,C1037131,2016-09-18,20:45:22,1332.78,3562.53,KOLKATA,2016-09
T2393,C1034634,2016-10-02,21:38:08,181.93,3190.44,BANGALORE,2016-10
T2394,C1016457,2016-10-01,09:03:11,3037.97,54833.32,MUMBAI,2016-10
T2395,C1019588,2016-08-25,00:29:50,1777.1,58880.84,HYDERABAD,2016-08
T2396,C1021216,2016-09-15,23:34:33,313.43,6540.14,HYDERABAD,2016-09
T2397,C1039461,2016-10-10,02:25:58,890.1,5829.39,MUMBAI,2016-10
T2398,C1008939,2016-09-02,11:51:19,25.97,120493.37,NEW DELHI,2016-09
T2399,C1024202,2016-09-02,17:45:16,1334.14,18213.07,NEW DELHI,2016-09
T2400,C1027947,2016-09-09,06:10:42,72.71,10688.9,NEW DELHI,2016-09
T2401,C1024383,2016-10-11,21:36:30,320.93,5063.84,GURGAON,2016-10
T2402,C1014032,2016-10-17,14:45:20,1760.66,8913.84,HYDERABAD,2016-10
T2403,C1040761,2016-09-11,03:48:50,176.49,5141.62,HYDERABAD,2016-09
T2404,C1017698,2016-10-13,12:36:59,137.43,25189.49,HYDERABAD,2016-10
T2405,C1039776,2016-10-13,10:09:39,3458.65,9998.1,MUMBAI,2016-10
T2406,C1019939,2016-08-13,11:12:47,243.14,69221.15,JAIPUR,2016-08
T2407,C1012676,2016-09-24,15:22:08,1308.13,31698.63,MUMBAI,2016-09
T2408,C1015079,2016-09-10,02:27:53,830.33,10030.22,HYDERABAD,2016-09
T2409,C1007025,2016-10-04,01:00:03,668.76,18612.89,PUNE,2016-10
T2410,C1042551,2016-10-29,18:51:30,1619.57,17924.45,CHENNAI,2016-10
T2411,C1034026,2016-09-24,17:00:01,162.89,402.08,NEW DELHI,2016-09
T2412,C1042299,2016-09-08,23:20:44,268.11,131613.02,CHENNAI,2016-09
T2413,C1043534,2016-08-21,20:25:47,15.47,293867.75,BANGALORE,2016-08
T2414,C1045896,2016-08-20,21:39:16,755.28,17074.79,NOIDA,2016-08
T2415,C1036934,2016-10-23,14:03:34,1384.77,20697.77,MUMBAI,2016-10
T2416,C1041195,2016-08-28,07:07:45,678.13,4560.36,NOIDA,2016-08
T2417,C1005084,2016-10-16,13:30:50,625.73,127965.63,CHENNAI,2016-10
T2418,C1032629,2016-09-07,03:52:19,1145.89,4747.11,MUMBAI,2016-09
T2419,C1020457,2016-09-13,16:05:11,825.17,6592.35,PUNE,2016-09
T2420,C1043799,2016-08-14,01:26:49,420.67,32658.55,CHENNAI,2016-08
T2421,C1022975,2016-08-26,03:11:00,259.79,107582.95,CHENNAI,2016-08
T2422,C1031765,2016-10-26,17:59:05,726.57,32446.98,INDORE,2016-10
T2423,C1036518,2016-09-16,07:47:52,199.96,12469.79,MUMBAI,2016-09
T2424,C1016050,2016-08-23,17:02:52,203.46,16355.86,NEW DELHI,2016-08
T2425,C1020995,2016-08-16,19:25:09,645.0,9492.7,THANE,2016-08
T2426,C1024102,2016-10-29,19:03:18,143.63,9487.15,BANGALORE,2016-10
T2427,C1025367,2016-08-03,14:40:21,3519.18,49987.58,PUNE,2016-08
T2428,C1018311,2016-09-29,14:33:52,713.79,1164.06,BANGALORE,2016-09
T2429,C1049174,2016-09-21,09:22:15,467.45,7019.97,THANE,2016-09
T2430,C1029851,2016-10-17,08:00:23,145.67,28603.24,BANGALORE,2016-10
T2431,C1002125,2016-08-22,05:27:18,1963.88,7372.42,BANGALORE,2016-08
T2432,C1034837,2016-09-18,21:37:41,171.92,12592.46,BANGALORE,2016-09
T2433,C1049634,2016-08-10,15:11:27,180.83,10115.81,BANGALORE,2016-08
T2434,C1013674,2016-10-15,01:12:51,1160.54,46075.42,NOIDA,2016-10
T2435,C1019417,2016-09-19,08:15:16,310.28,2482.09,NEW DELHI,2016-09
T2436,C1003261,2016-08-21,02:03:18,178.14,15238.89,MUMBAI,2016-08
T2437,C1037610,2016-08-28,00:18:07,282.42,7087.08,GURGAON,2016-08
T2438,C1040494,2016-08-06,17:07:51,146.25,10112.3,NEW DELHI,2016-08
T2439,C1038904,2016-09-22,22:01:52,846.38,34949.71,NOIDA,2016-09
T2440,C1025013,2016-10-15,13:09:51,172.64,21549.7,SURAT,2016-10
T2441,C1009326,2016-09-05,06:45:59,368.53,36850.64,HYDERABAD,2016-09
T2442,C1034959,2016-08-29,01:11:41,1028.64,5863.99,NEW DELHI,2016-08
T2443,C1004653,2016-09-21,14:31:49,805.63,13975.15,MUMBAI,2016-09
T2444,C1008096,2016-08-28,22:45:55,216.69,9115.24,HYDERABAD,2016-08
T2445,C1005265,2016-09-25,19:43:16,176.83,107840.28,BANGALORE,2016-09
T2446,C1041743,2016-08-16,19:00:59,312.56,241928.36,LUCKNOW,2016-08
T2447,C1013804,2016-10-25,21:09:34,241.58,17122.87,NEW DELHI,2016-10
T2448,C1046338,2016-08-06,17:51:05,49.94,33314.61,BANGALORE,2016-08
T2449,C1034696,2016-10-09,18:17:46,1160.61,130384.05,HYDERABAD,2016-10
T2450,C1043359,2016-08-06,11:15:18,202.59,21732.35,MUMBAI,2016-08
T2451,C1010543,2016-08-05,12:12:51,129.42,8232.91,PUNE,2016-08
T2452,C1037747,2016-08-27,00:21:51,133.06,103943.85,BANGALORE,2016-08
T2453,C1011834,2016-10-09,12:09:04,94.33,135795.03,KOLKATA,2016-10
T2454,C1032083,2016-09-28,02:31:01,525.43,3250.74,HYDERABAD,2016-09
T2455,C1000976,2016-09-24,11:37:29,4769.02,60242.28,MUMBAI,2016-09
T2456,C1010039,2016-10-25,06:14:02,213.32,124391.85,NEW DELHI,2016-10
T2457,C1008020,2016-10-07,21:24:47,152.91,372.48,MUMBAI,2016-10
T2458,C1006618,2016-09-06,19:59:25,275.91,38793.47,MUMBAI,2016-09
T2459,C1007871,2016-09-19,17:45:58,465.56,3828.13,BANGALORE,2016-09
T2460,C1048410,2016-09-15,20:38:54,720.63,17342.25,CHENNAI,2016-09
T2461,C1045379,2016-08-21,05:43:32,127.76,7752.16,JAIPUR,2016-08
T2462,C1014458,2016-10-21,23:45:49,235.13,20661.81,PATNA,2016-10
T2463,C1044614,2016-10-17,13:14:49,644.44,7397.79,BANGALORE,2016-10
T2464,C1007307,2016-08-26,14:04:49,3812.13,10706.2,HYDERABAD,2016-08
