TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T9473,C1032577,25/3/1968,M,MUMBAI,2309.06,22/8/16,175101,265.96
T9474,C1040460,18/11/1951,M,HYDERABAD,4713.17,21/9/16,65505,156.69
T9475,C1048160,8/6/1990,M,BANGALORE,14099.40,3/9/16,185633,1187.52
T9476,C1020754,27/10/1964,M,patna,8360.52,11/8/16,162509,42.59
T9477,C1000077,6/4/1966,M,CHENNAI,11845.59,23/10/16,193723,744.52
T9478,C1000749,1/5/1991,M,HYDERABAD,4157.43,1/8/16,43627,442.25
T9479,C1031704,15/3/1992,M,PUNE,3571.89,24/9/16,35856,135.19
T9480,C1033822,1/1/1800,F,bangalore,20591.48,29/10/16,140553,497.32
T9481,C1011479,4/2/1972,M,BANGALORE,2650.05,13/9/16,130034,381.40
T9482,C1021552,9/3/1967,M,MUMBAI,24916.69,1/8/16,40714,1388.17
T9483,C1014133,20/9/1986,M, KOLKATA ,91098.13,15/9/16,2653,4606.54
T9484,C1046648,5/5/1978,M,HYDERABAD,27619.37,20/9/16,191030,264.64
T9485,C1037040,22/2/1976,M,hyderabad,13862.94,10/10/16,165159,340.00
T9486,C1002620,12/1/1952,M,GURGAON,7910.56,23/10/16,160120,992.35
T9487,C1012377,1/7/1988,M,PUNE,7139.34,1/9/16,165123,2739.28
T9488,C1045980,10/9/1974,M,MUMBAI,4158.51,5/8/16,130050,19.79
T9489,C1026803,,F,MUMBAI,10375.46,6/10/16,223107,133.37
T9490,C1029790,,M,CHENNAI,39409.51,26/8/16,134910,362.94
T9491,C1044914,2/9/1973,F,MUMBAI,5260.26,21/10/16,53930,707.63
T9492,C1008452,14/8/1961,M,LUCKNOW,11184.25,7/9/16,50233,124.09
T9493,C1049908,15/7/1955,M,NOIDA,62235.20,22/9/16,94903,571.07
T9494,C1007101,11/3/1953,M,hyderabad,18400.38,18/10/16,94137,345.61
T9495,C1000625,1/1/1800,M,MUMBAI,22290.16,17/8/16,215927,651.74
T9496,C1014309,12/3/1968,F,CHENNAI,28813.20,18/10/16,1202,60.18
T9497,C1000479,3/7/1991,F,MUMBAI,1458.69,28/10/16,2056,935.24
T9498,C1041502,12/10/1992,F,BANGALORE,6619.89,28/8/16,185754,400.48
T9499,C1001167,2/2/1951,M,KOLKATA,7244.60,18/9/16,224819,233.41
T9500,C1019072,24/3/1952,M,CHENNAI,28782.79,16/8/16,205627,650.17
T9501,C1036915,13/9/1968,M,NEW DELHI,38767.78,22/10/16,75346,206.86
T9502,C1020952,,M,BANGALORE,20547.37,18/8/16,165240,185.07
T9503,C1046827,1/1/1800,M,MUMBAI,200418.23,31/8/16,50703,664.13
T9504,C1048340,10/12/1983,M,BANGALORE,48377.18,6/9/16,13140,172.81
T9505,C1011581,9/6/1957,M,MUMBAI,85779.67,23/10/16,35430,582.10
T9506,C1008119,11/5/1974,F,NEW DELHI,28956.34,15/9/16,214206,1251.40
T9507,C1038759,19/1/1983,M,MUMBAI,12884.26,23/10/16,192325,78.12
T9508,C1046390,15/6/1981,F,new delhi,9458.60,23/9/16,101626,1403.54
T9509,C1021067,22/7/1992,M, BANGALORE ,38048.44,2/8/16,150732,36.35
T9510,C1026575,26/11/1972,F,CHENNAI,25839.63,6/9/16,164322,695.52
T9511,C1012297,19/3/1998,F,AHMEDABAD,82811.16,18/8/16,235904,3667.27
T9512,C1000075,8/6/1973,M,BANGALORE,257742.85,2/10/16,141357,529.00
T9513,C1030776,6/10/1979,F,GURGAON,12695.11,3/8/16,205259,1368.93
T9514,C1010551,7/1/1964,M,NEW DELHI,16941.50,5/8/16,212705,208.29
T9515,C1000120,4/2/1983,M,BANGALORE,133130.83,28/9/16,12703,449.11
T9516,C1041031,5/2/1989,M,KOLKATA,42598.52,3/9/16,50615,523.34
T9517,C1030824,1/1/1800,F,AHMEDABAD,4227.97,11/8/16,100949,427.89
T9518,C1024478,1/1/1800,M,MUMBAI,35406.29,25/10/16,230542,1551.60
T9519,C1021836,10/12/1981,F,GURGAON,17422.43,16/9/16,60458,607.49
T9520,C1038293,18/10/1972,M,CHENNAI,41755.43,6/9/16,12920,544.91
T9521,C1020751,1/1/1800,M,HYDERABAD,49206.51,18/8/16,95155,177.84
T9522,C1029425,5/2/1952,F,BANGALORE,114930.01,29/8/16,161413,1109.60
T9523,C1014629,6/8/1951,M,PUNE,1599.18,8/10/16,220810,568.54
T9524,C1034525,15/5/1991,M,GURGAON,1898.02,2/9/16,42717,100.39
T9525,C1041380,8/7/1992,M,MUMBAI,8799.85,3/10/16,113259,4048.27
T9526,C1038373,27/5/1980,M,MUMBAI,188605.36,25/8/16,183625,175.60
T9527,C1035499,1/11/1965,M,NEW DELHI,14146.29,14/8/16,131338,1558.28
T9528,C1024454,16/3/1960,M,NEW DELHI,15873.82,5/10/16,25058,453.56
T9529,C1031985,6/7/1968,,BANGALORE,78592.82,3/9/16,172728,177.39
T9530,C1043469,18/3/1959,M,PUNE,24005.98,22/10/16,132500,204.24
T9531,C1034527,26/4/1961,F,MUMBAI,4275.30,15/10/16,194240,120.92
T9532,C1030280,27/8/1958,M,PUNE,10894.79,19/8/16,142815,254.24
T9533,C1014120,1/1/1800,M,THANE,31185.49,25/10/16,115233,97.12
T9534,C1008521,1/1/1800,F,JAIPUR,6119.61,24/9/16,192554,1709.76
T9535,C1027911,19/10/1985,F,PUNE,14855.58,5/9/16,145601,2711.28
T9536,C1006345,1/1/1800,M,PUNE,11467.08,30/10/16,153317,37.65
T9537,C1044936,1/1/1800,F,NOIDA,4177.92,15/9/16,15845,521.06
T9538,C1044753,21/11/1964,M,PUNE,30253.74,27/8/16,2804,1701.34
T9539,C1046631,1/1/1800,M,NEW DELHI,36378.80,13/10/16,72820,52.52
T9540,C1047178,15/9/1955,M,NEW DELHI,19216.31,10/8/16,225015,165.33
T9541,C1012710,24/10/1958,M,PUNE,14011.22,8/9/16,62706,314.91
T9542,C1021153,18/4/1993,F,kolkata,4979.78,3/9/16,508,985.63
T9543,C1019579,9/3/1953,M,INDORE,19601.73,18/8/16,183931,739.90
T9544,C1000397,22/4/1952,M,HYDERABAD,73253.95,13/10/16,123849,184.79
T9545,C1046206,9/8/1984,M,CHENNAI,72992.63,20/10/16,214924,503.22
T9546,C1039448,28/3/1993,M,BANGALORE,9105.26,29/9/16,163814,9553.15
T9547,C1038390,15/5/1970,M,HYDERABAD,8771.88,31/8/16,221831,563.90
T9548,C1018917,14/11/1977,F,HYDERABAD,9270.14,14/10/16,103554,91.16
T9549,C1043887,12/7/1984,M,NEW DELHI,22005.69,24/9/16,55719,566.38
T9550,C1049818,25/1/1962,F,BANGALORE,18372.60,18/8/16,135647,132.58
T9551,C1048831,1/1/1800,M,BANGALORE,16136.93,18/9/16,100158,36.15
T9552,C1013286,6/9/1990,M,PUNE,8102.65,28/9/16,210051,183.25
T9553,C1025614,16/5/1987,M,THANE,19387.91,10/8/16,21944,37.08
T9554,C1046555,24/9/1966,M,NEW DELHI,156332.91,15/8/16,25828,304.94
T9555,C1043763,1/1/1800,M,MUMBAI,26339.24,3/9/16,62041,838.64
T9556,C1032415,13/9/1986,F,HYDERABAD,5884.89,12/8/16,42422,173.95
T9557,C1047526,5/11/1979,F,KOLKATA,31029.78,14/10/16,20620,572.41
T9558,C1046456,9/6/1969,M,BANGALORE,17148.53,26/9/16,85947,33.78
T9559,C1033193,20/1/1973,M,MUMBAI,9142.93,15/9/16,173243,1353.14
T9560,C1001455,11/1/1970,M,NEW DELHI,11563.42,27/8/16,205439,508.14
T9561,C1041196,16/12/1986,F,AHMEDABAD,8908.95,1/8/16,22920,144.23
T9562,C1037229,1/1/1800,F,NEW DELHI,3809.73,8/10/16,141416,85.76
T9563,C1011418,7/12/1992,M,MUMBAI,10164.93,20/10/16,4651,3106.31
T9564,C1035703,2/6/1965,M,BANGALORE,1893.73,2/10/16,182712,300.25
T9565,C1028066,23/6/1965,M,MUMBAI,7526.02,24/8/16,221617,736.90
T9566,C1010971,13/6/1968,F,HYDERABAD,14106.30,30/9/16,180749,182.73
T9567,C1049354,15/1/1979,M,KOLKATA,4589.41,24/8/16,185642,1516.74
T9568,C1002739,25/9/1970,M,MUMBAI,22709.43,6/10/16,181804,85.17
T9569,C1026117,27/11/1954,M,GURGAON,11310.53,9/8/16,211242,3328.11
T9570,C1040380,8/8/1952,F,noida,21119.61,19/10/16,135006,61.43
T9571,C1018131,4/10/1961,M,MUMBAI,15220.65,19/8/16,222322,378.70
T9572,C1038470,10/1/1991,F,CHENNAI,16667.56,13/8/16,170731,888.78
T9573,C1043279,27/5/1956,M,INDORE,64254.54,9/8/16,214624,723.35
T9574,C1041916,1/11/1969,M,NEW DELHI,20285.78,20/9/16,205910,4203.54
T9575,C1009824,1/1/1800,M,BANGALORE,50025.64,30/9/16,20653,587.77
T9576,C1014036,15/8/1956,M,NOIDA,6282.27,18/10/16,125852,704.66
T9577,C1042679,12/9/1969,M,ahmedabad,37896.71,27/9/16,44728,36755.66
T9578,C1017757,1/1/1800,F,BANGALORE,1634.79,7/9/16,35423,57.15
T9579,C1030401,11/9/1977,M,CHENNAI,13570.30,17/10/16,194938,729.60
T9580,C1002071,2/6/1969,M,BANGALORE,15417.21,26/10/16,71424,1149.49
T9581,C1013300,10/1/1990,F,NOIDA,17640.90,31/10/16,44246,245.94
T9582,C1017498,8/3/1978,M,BANGALORE,66073.85,12/9/16,100631,124.94
T9583,C1029140,18/1/1958,F,MUMBAI,15860.96,10/9/16,223614,175.00
T9584,C1015379,14/12/1991,F,MUMBAI,129339.90,26/10/16,35634,1214.85
T9585,C1033385,22/9/1997,F,PUNE,38958.75,19/8/16,14355,39.08
T9586,C1007329,16/6/1965,M,NEW DELHI,22052.48,2/10/16,22333,258.89
T9587,C1026942,1/1/1800,F,NEW DELHI,12175.91,12/9/16,123200,190.09
T9588,C1027559,5/7/1969,F,MUMBAI,28429.60,6/8/16,231518,588.27
T9589,C1014120,1/1/1800,M,THANE,31237.58,18/8/16,20950,1654.00
T9590,C1017491,16/11/1957,M,KOLKATA,53009.03,18/9/16,132511,129.32
T9591,C1047943,15/10/1969,M,kolkata,10444.03,8/10/16,110348,86.22
T9592,C1040826,26/6/1954,M,PUNE,24282.22,10/10/16,113230,53.99
T9593,C1009005,22/8/1979,M,CHENNAI,36137.40,22/9/16,50259,393.13
T9594,C1049860,9/1/1968,F,THANE,52306.07,20/10/16,1926,253.33
T9595,C1019685,21/2/1973,F,NOIDA,107871.46,15/8/16,114328,125.25
T9596,C1042845,22/1/1956,F,GURGAON,34168.74,8/10/16,91617,1550.51
T9597,C1044124,7/10/1960,F,KOLKATA,3179.06,6/9/16,22434,884.41
T9598,C1039445,19/9/1964,M,THANE,22376.65,22/8/16,214457,268.03
T9599,C1023742,4/3/1966,M,MUMBAI,20710.97,15/9/16,31922,592.17
T9600,C1049860,9/1/1968,F,THANE,51774.71,27/8/16,34303,24.16
T9601,C1036011,10/2/1954,M,MUMBAI,10042.13,21/9/16,192604,1244.09
T9602,C1023850,7/3/1971,M,THANE,9375.56,14/10/16,211747,519.23
T9603,C1025813,28/10/1998,F,PUNE,23166.51,10/10/16,214831,164.80
T9604,C1042019,12/3/1984,M,NEW DELHI,28430.99,12/9/16,110718,179.48
T9605,C1034571,21/1/1971,M,HYDERABAD,14695.31,2/10/16,34350,1299.45
T9606,C1024469,1/8/1997,F,NEW DELHI,5503.00,25/10/16,84128,18.14
T9607,C1040854,12/1/1978,M,CHENNAI,9352.80,24/9/16,234502,1121.19
T9608,C1017195,9/1/1995,M,MUMBAI,8250.76,5/8/16,182058,667.12
T9609,C1018737,1/1/1800,F,AHMEDABAD,4049.07,18/8/16,125911,651.93
T9610,C1031095,1/1/1800,M,chennai,37003.11,16/8/16,1744,304.44
T9611,C1013166,7/8/1964,M,NEW DELHI,9218.73,27/10/16,50241,567.62
T9612,C1046508,16/3/1974,M,bangalore,13039.61,13/10/16,95541,225.47
T9613,C1020907,4/9/1980,F,MUMBAI,11722.56,15/9/16,33731,2024.37
T9614,C1038652,20/8/1996,M,HYDERABAD,25164.22,20/9/16,75155,95.92
T9615,C1035562,19/1/1963,M,thane,18147.05,26/8/16,234542,701.67
T9616,C1030177,2/11/1973,M,MUMBAI,8001.96,2/9/16,215423,310.33
T9617,C1008838,16/12/1982,F,GURGAON,22617.17,14/8/16,121921,965.00
T9618,C1039085,13/3/1955,F,CHENNAI,14999.34,11/8/16,222428,2262.87
T9619,C1015975,20/3/1953,M,kolkata,29424.60,14/10/16,180624,1697.59
T9620,C1040262,9/1/1977,M,MUMBAI,8442.91,4/9/16,22955,4839.73
T9621,C1024531,2/3/1953,M,THANE,9470.88,24/8/16,104259,357.27
T9622,C1012454,27/5/1971,M,mumbai,2981.34,23/10/16,42541,127.65
T9623,C1022156,10/11/1990,F,BANGALORE,10657.01,28/10/16,230209,5747.48
T9624,C1036402,2/3/1988,M,MUMBAI,33823.87,30/8/16,24929,262.55
T9625,C1008653,24/3/1972,F,BANGALORE,6977.91,8/9/16,21409,272.22
T9626,C1033805,1/1/1800,M, CHENNAI ,12803.38,2/9/16,141014,536.79
T9627,C1029933,28/12/1965,M,HYDERABAD,54686.13,9/9/16,194525,1162.07
T9628,C1025131,21/7/1993,M,MUMBAI,10232.68,22/8/16,221250,386.06
T9629,C1014366,14/10/1972,M,bangalore,22417.75,7/8/16,81318,48.11
T9630,C1035710,8/9/1963,F,THANE,34569.80,1/9/16,124630,307.04
T9631,C1022408,10/8/1960,M,MUMBAI,28574.45,20/10/16,31340,1419.45
T9632,C1023066,8/12/1962,M,KOLKATA,35011.42,4/9/16,90923,158.29
T9633,C1003173,25/10/1989,M,KOLKATA,416989.14,8/10/16,133035,1201.90
T9634,C1009064,20/6/1992,M,NOIDA,4629.05,6/9/16,115806,768.30
T9635,C1014505,12/12/1987,M,HYDERABAD,8495.29,30/8/16,80432,2889.83
T9636,C1034412,26/9/1962,M,GURGAON,18344.26,9/8/16,23518,216.49
T9637,C1017813,8/11/1954,M,PUNE,32535.06,6/9/16,72654,3788.22
T9638,C1049420,3/2/1982,M,CHENNAI,17986.35,26/9/16,163051,959.67
T9639,C1016923,13/11/1955,M,KOLKATA,25096.83,14/8/16,210343,1768.71
T9640,C1031334,28/2/1960,M,KOLKATA,26112.87,1/8/16,203200,967.17
T9641,C1021207,13/4/1996,F,LUCKNOW,54219.67,23/8/16,15419,2571.05
T9642,C1024968,14/3/1984,F,noida,11365.76,20/10/16,182323,44.10
T9643,C1049886,1/3/1952,M,MUMBAI,14043.23,3/9/16,154634,1804.34
T9644,C1020866,23/3/1962,F,hyderabad,28131.33,18/10/16,155722,13.23
T9645,C1012622,9/1/1965,M,HYDERABAD,68919.50,7/8/16,164539,186.13
T9646,C1001175,18/2/1964,F,AHMEDABAD,30954.53,3/8/16,170554,4454.77
T9647,C1013509,24/3/1964,M,HYDERABAD,11570.35,30/9/16,74545,186.37
T9648,C1027570,10/5/1975,M,HYDERABAD,30911.76,19/8/16,65448,563.30
T9649,C1016531,21/11/1974,F,PUNE,24903.55,29/8/16,171057,292.00
T9650,C1037789,1/1/1800,M,NEW DELHI,20171.87,7/10/16,20448,266.56
T9651,C1012549,12/1/1993,F,BANGALORE,17252.25,21/8/16,31229,108.92
T9652,C1013365,7/4/1981,M,NEW DELHI,17915.61,19/8/16,221159,385.54
T9653,C1036628,15/9/1954,F,CHENNAI,21269.95,11/10/16,210831,603.91
T9654,C1028839,25/1/1967,M,MUMBAI,11037.25,28/8/16,75804,871.46
T9655,C1037283,17/12/1958,F,GURGAON,68126.00,21/9/16,141359,733.69
T9656,C1001202,24/10/1987,F,MUMBAI,7826.77,6/9/16,142617,85.07
T9657,C1045718,16/4/1987,M,CHENNAI,8805.99,25/10/16,132015,454.59
T9658,C1049924,24/5/1961,M,HYDERABAD,13236.68,5/10/16,50926,189.12
T9659,C1027291,26/1/1959,M,MUMBAI,27500.92,18/9/16,51843,899.08
T9660,C1018911,28/1/1997,F,NEW DELHI,20266.78,10/8/16,203908,2101.92
T9661,C1020696,8/8/1955,M,SURAT,109188.61,10/10/16,131525,179.29
T9662,C1009624,1/1/1800,F,NOIDA,52123.90,10/8/16,5048,149.02
T9663,C1030952,1/6/1991,M,NEW DELHI,68795.40,27/10/16,13957,275.94
T9664,C1001212,28/10/1983,F, PUNE ,11581.13,15/10/16,153013,402.70
T9665,C1028418,6/8/1960,F,LUCKNOW,5573.36,31/8/16,161229,500.66
T9666,C1035501,11/10/1986,M,MUMBAI,10533.16,20/9/16,61836,493.63
T9667,C1019805,7/8/1971,M,BANGALORE,5546.45,27/10/16,162649,11085.20
T9668,C1001331,20/1/1952,F,BANGALORE,23000.21,4/9/16,22548,350.97
T9669,C1046789,18/5/1982,F,HYDERABAD,37833.70,9/8/16,190126,100.55
T9670,C1044612,16/8/1962,F,MUMBAI,49586.75,24/8/16,164821,6753.46
T9671,C1026826,24/3/1958,F,INDORE,3489.33,14/10/16,23935,1404.73
T9672,C1018210,6/11/1981,M,MUMBAI,35747.55,21/9/16,93152,113.04
T9673,C1041684,5/2/1965,F,BANGALORE,14674.91,2/10/16,140606,799.53
T9674,C1001221,1/1/1977,F,INDORE,2320.14,1/10/16,94610,450.70
T9675,C1022834,27/11/1980,M,NEW DELHI,215437.98,29/9/16,150947,1116.70
T9676,C1014063,16/4/1966,M,NEW DELHI,14619.28,10/10/16,165816,134.65
T9677,C1035100,24/6/1973,M,NOIDA,36323.63,8/9/16,160303,4643.52
T9678,C1011348,18/4/1974,M,BANGALORE,129897.21,11/9/16,84312,242.91
T9679,C1047962,26/2/1971,M,PATNA,46184.90,5/8/16,181838,1454.71
T9680,C1029263,1/1/1800,F,HYDERABAD,4625.23,25/10/16,193811,1161.88
T9681,C1004356,1/1/1800,M,NEW DELHI,12453.90,19/8/16,185613,1224.52
T9682,C1003872,7/9/1964,F,NEW DELHI,19075.27,27/10/16,85306,3003.22
T9683,C1016827,15/3/1960,F,CHENNAI,22008.26,25/10/16,11244,2376.24
T9684,C1005099,5/7/1982,M,BANGALORE,3764.58,15/10/16,123604,592.26
T9685,C1045114,26/6/1997,M,MUMBAI,125234.74,11/8/16,43948,91.07
T9686,C1042951,13/2/1996,M,HYDERABAD,57618.79,26/9/16,173113,2692.61
T9687,C1008021,10/2/1973,M,MUMBAI,781.37,26/10/16,162210,86.52
T9688,C1046375,28/3/1966,F,PUNE,9399.67,6/9/16,54414,279.44
T9689,C1044026,1/1/1800,M,LUCKNOW,2659.03,11/10/16,81828,497.74
T9690,C1005015,17/11/1979,M,PUNE,17207.02,4/9/16,171011,2856.85
T9691,C1015782,25/6/1983,M,NEW DELHI,71296.47,15/10/16,64507,196.09
T9692,C1048185,5/11/1971,M,PUNE,16200.74,27/8/16,73536,707.80
T9693,C1035980,10/2/1955,M,NEW DELHI,7905.35,1/10/16,104043,2468.24
T9694,C1033219,16/1/1994,M,HYDERABAD,18648.76,24/8/16,74037,442.42
T9695,C1049778,27/4/1994,F,NEW DELHI,90751.72,30/9/16,92043,2619.90
T9696,C1025590,15/10/1967,M,INDORE,5629.01,17/10/16,120515,298.84
T9697,C1035377,1/1/1800,F,NEW DELHI,164614.63,1/9/16,93658,997.62
T9698,C1022398,22/9/1979,F,BANGALORE,29228.63,15/10/16,54821,110.44
T9699,C1045165,13/8/1972,M,THANE,17116.95,29/8/16,144731,1899.85
T9700,C1019389,8/6/1994,F,AHMEDABAD,11488.56,23/10/16,225,315.54
T9701,C1020773,10/8/1988,M,PUNE,13729.30,14/9/16,131559,455.38
T9702,C1010512,7/12/1977,M,BANGALORE,27917.25,17/8/16,214902,2887.20
T9703,C1049639,8/5/1993,M,NEW DELHI,18912.54,17/10/16,180002,3417.23
T9704,C1013225,10/9/1991,M,HYDERABAD,16116.66,12/9/16,161655,871.16
T9705,C1025113,13/11/1989,M,MUMBAI,10147.91,15/9/16,71621,553.43
T9706,C1017539,3/1/1952,F,NEW DELHI,5647.35,24/9/16,160031,1740.81
T9707,C1030555,11/3/1993,M,LUCKNOW,15485.90,25/10/16,53333,148.10
T9708,C1027210,17/12/1996,M,MUMBAI,34697.93,20/10/16,62225,1340.43
T9709,C1039828,21/10/1981,F,MUMBAI,10573.92,18/8/16,171923,80.05
T9710,C1031518,1/1/1800,M,CHENNAI,28706.59,13/8/16,233210,617.79
T9711,C1033841,27/3/1957,F,AHMEDABAD,8072.61,1/9/16,191148,1453.55
T9712,C1028558,10/1/1981,M,GURGAON,33169.31,16/8/16,34617,91.65
T9713,C1045668,10/4/1956,M,CHENNAI,5200.03,12/10/16,212220,177.87
T9714,C1027984,2/4/1987,M,HYDERABAD,2720.45,4/8/16,82128,1358.47
T9715,C1049555,8/3/1991,M, MUMBAI ,25896.93,15/9/16,121146,229.50
T9716,C1045038,5/9/1980,F,MUMBAI,12603.54,3/10/16,174700,486.06
T9717,C1036132,9/9/1961,M,MUMBAI,26369.21,9/9/16,91630,195.82
T9718,C1048544,11/10/1994,M,MUMBAI,50813.03,28/8/16,1434,1236.87
T9719,C1028459,1/1/1800,M,MUMBAI,4675.09,29/9/16,104007,4656.85
T9720,C1009718,6/8/1969,M,NEW DELHI,8251.81,11/9/16,164832,266.72
T9721,C1018605,19/11/1953,M,NEW DELHI,3504.47,13/8/16,64801,57.55
T9722,C1019068,22/4/1983,M,mumbai,6156.76,25/10/16,20936,979.11
T9723,C1009196,1/1/1800,M,BANGALORE,89620.17,12/9/16,52605,197.85
T9724,C1045014,5/8/1988,M,NOIDA,5797.45,30/9/16,41158,14.19
T9725,C1013034,4/3/1954,M,PUNE,14959.21,8/8/16,233828,1164.69
T9726,C1049558,1/1/1800,M,KOLKATA,15954.72,18/9/16,80451,204.77
T9727,C1022114,,M,BANGALORE,11739.50,23/8/16,234141,56.02
T9728,C1010229,17/1/1954,M,MUMBAI,19492.26,10/8/16,184905,787.25
T9729,C1001605,18/8/1991,M,BANGALORE,273213.90,29/8/16,63336,475.60
T9730,C1029575,24/12/1951,M,MUMBAI,70281.47,25/9/16,165528,301.66
T9731,C1015570,,M,LUCKNOW,7817.77,31/8/16,134654,796.90
T9732,C1006190,12/6/1985,M,BANGALORE,4522.28,14/10/16,111618,25874.68
T9733,C1021203,26/8/1981,M,MUMBAI,14815.58,5/8/16,190142,419.86
T9734,C1041802,28/4/1987,M,BANGALORE,5918.10,22/9/16,100619,275.40
T9735,C1003688,18/4/1995,M,BANGALORE,2941.21,22/10/16,60225,79.87
T9736,C1047251,2/2/1996,M,NEW DELHI,40100.12,13/8/16,60440,199.54
T9737,C1028574,28/1/1985,F,CHENNAI,15969.51,20/8/16,71317,227.96
T9738,C1029713,10/10/1993,M,MUMBAI,80184.02,8/9/16,113924,1904.87
T9739,C1046627,21/11/1955,M,mumbai,3532.98,1/8/16,225015,504.10
T9740,C1014647,17/4/1961,M,SURAT,21830.00,12/8/16,131533,469.21
T9741,C1042161,6/10/1987,F, AHMEDABAD ,11687.85,9/10/16,84815,953.79
T9742,C1011281,17/8/1985,F,NEW DELHI,1693.93,4/8/16,50921,322.99
T9743,C1004738,21/5/1994,M,NEW DELHI,5325.07,2/10/16,182521,606.83
T9744,C1004200,15/12/1961,M,NEW DELHI,67327.58,16/10/16,134859,328.91
T9745,C1019369,14/9/1974,F,BANGALORE,64517.10,6/9/16,142246,302.88
T9746,C1006285,2/8/1981,M,MUMBAI,3943.88,17/9/16,153629,77.62
T9747,C1044104,27/10/1994,M,CHENNAI,28264.05,4/9/16,162017,743.32
T9748,C1043755,17/2/1978,M,MUMBAI,27600.90,29/9/16,72456,146.02
T9749,C1041524,22/5/1979,M,HYDERABAD,8471.17,18/10/16,85038,1129.57
T9750,C1017963,6/8/1963,F,MUMBAI,25853.97,8/8/16,194906,45.16
T9751,C1045228,16/1/1976,M,CHENNAI,90049.72,23/8/16,51006,332.39
T9752,C1041781,23/1/1965,F,HYDERABAD,6977.18,30/8/16,211707,346.62
T9753,C1018857,7/7/1968,M,kolkata,25553.71,24/9/16,195419,459.78
T9754,C1041307,6/2/1988,M,MUMBAI,29345.05,3/10/16,230816,627.39
T9755,C1027022,5/11/1951,M,HYDERABAD,15492.31,13/9/16,164007,145.51
T9756,C1026784,6/4/1971,F,MUMBAI,5106.75,15/9/16,81328,775.11
T9757,C1041426,8/10/1995,F,MUMBAI,22420.46,7/8/16,133806,51.13
T9758,C1006426,28/5/1980,M,BANGALORE,11702.20,10/9/16,203504,1470.94
T9759,C1010798,5/4/1991,M,PUNE,11763.19,11/10/16,194306,2130.91
T9760,C1021286,1/9/1963,M,MUMBAI,12949.80,25/8/16,62146,397.47
T9761,C1033457,25/4/1977,M,NOIDA,28135.72,18/8/16,170548,313.22
T9762,C1008944,19/12/1968,M,THANE,24077.90,5/9/16,22935,594.27
T9763,C1001567,18/12/1989,F,new delhi,8040.91,16/8/16,1538,269.68
T9764,C1047305,11/2/1983,F,HYDERABAD,6105.44,20/8/16,154142,3666.82
T9765,C1023482,21/8/1963,M,JAIPUR,3619.48,5/9/16,21428,263.25
T9766,C1001739,2/6/1952,M,NEW DELHI,9145.18,2/8/16,53221,375.64
T9767,C1017687,12/10/1957,F,PUNE,5572.22,4/9/16,44810,156.65
T9768,C1022066,19/7/1990,M,MUMBAI,36908.63,26/10/16,171336,159.57
T9769,C1023788,4/6/1956,M,CHENNAI,15140.66,15/8/16,74327,150.41
T9770,C1004170,16/10/1970,F,NEW DELHI,74595.62,21/10/16,1258,583.84
T9771,C1042670,1/1/1800,M,PUNE,33801.48,20/9/16,220359,1622.15
T9772,C1017818,15/7/1992,M,MUMBAI,6073.79,23/10/16,193550,415.07
T9773,C1031190,20/10/1956,M,BANGALORE,8182.09,6/10/16,155628,426.03
T9774,C1012109,1/1/1800,M,INDORE,12530.09,27/10/16,62823,89.76
T9775,C1030508,23/2/1965,M,THANE,48015.28,25/9/16,73404,49.34
T9776,C1023937,18/12/1957,F,NEW DELHI,145724.45,24/9/16,145300,1196.74
T9777,C1006225,28/1/1994,M,GURGAON,92553.97,27/10/16,132743,571.87
T9778,C1035884,8/8/1958,M,pune,42494.81,27/8/16,171624,427.56
T9779,C1010914,1/1/1800,M,MUMBAI,42207.28,12/10/16,234925,2180.61
T9780,C1032820,23/6/1987,F,HYDERABAD,10106.97,15/8/16,10713,84.48
T9781,C1020403,5/12/1954,M,HYDERABAD,139106.25,25/9/16,105604,312.95
T9782,C1031791,1/3/1961,M,PUNE,9440.44,14/9/16,63950,50.02
T9783,C1042650,19/4/1956,M,MUMBAI,120621.79,5/9/16,41936,388.13
T9784,C1014400,18/4/1958,F,THANE,12040.64,5/9/16,224137,332.99
T9785,C1009879,17/4/1964,M,NOIDA,42527.48,12/10/16,145157,817.76
T9786,C1007957,25/5/1957,M,MUMBAI,6155.18,28/9/16,32608,2796.11
T9787,C1049409,19/8/1982,F,HYDERABAD,5957.41,5/8/16,182413,1926.50
T9788,C1008707,20/10/1956,M,GURGAON,14339.16,5/9/16,200746,306.22
T9789,C1041384,28/10/1989,F,CHENNAI,28572.53,16/9/16,200237,3174.33
T9790,C1000219,17/10/1973,M,NEW DELHI,24948.98,10/10/16,81236,3461.63
T9791,C1030928,22/3/1975,M,MUMBAI,16541.89,28/8/16,105301,2846.80
T9792,C1032457,26/2/1981,M,CHENNAI,11515.91,9/8/16,55726,102.01
T9793,C1025564,1/9/1966,M,NEW DELHI,3208.03,4/8/16,2343,1398.53
T9794,C1034943,9/1/1965,M,KOLKATA,9482.93,14/8/16,83745,689.58
T9795,C1001557,12/7/1979,M,KOLKATA,7115.62,20/9/16,103657,946.49
T9796,C1002142,,M,MUMBAI,130894.46,21/9/16,144242,955.75
